,Município,Taxa_de_analfabetismo,ano
9622,411095 ITAIPULANDIA,"8,5",2000
9623,411100 ITAMBARACA,"18,0",2000
9624,411110 ITAMBE,"12,4",2000
9625,411120 ITAPEJARA D'OESTE,"10,9",2000
9626,411125 ITAPERUCU,"15,4",2000
9627,411130 ITAUNA DO SUL,"20,4",2000
9628,411140 IVAI,"10,5",2000
9629,411150 IVAIPORA,"16,7",2000
9630,411155 IVATE,"15,6",2000
9631,411160 IVATUBA,"14,7",2000
9632,411170 JABOTI,"22,2",2000
9633,411180 JACAREZINHO,"11,2",2000
9634,411190 JAGUAPITA,"13,9",2000
9635,411200 JAGUARIAIVA,"10,2",2000
9636,411210 JANDAIA DO SUL,"11,4",2000
9637,411220 JANIOPOLIS,"20,8",2000
9638,411230 JAPIRA,"15,9",2000
9639,411240 JAPURA,"11,9",2000
9640,411250 JARDIM ALEGRE,"19,2",2000
9641,411260 JARDIM OLINDA,"19,3",2000
9642,411270 JATAIZINHO,"15,2",2000
9643,411275 JESUITAS,"15,8",2000
9644,411280 JOAQUIM TAVORA,"13,8",2000
9645,411290 JUNDIAI DO SUL,"21,6",2000
9646,411295 JURANDA,"12,8",2000
9647,411300 JUSSARA,"12,2",2000
9648,411310 KALORE,"18,2",2000
9649,411320 LAPA,"6,6",2000
9650,411325 LARANJAL,"23,9",2000
9651,411330 LARANJEIRAS DO SUL,"11,7",2000
9652,411340 LEOPOLIS,"14,5",2000
9653,411342 LIDIANOPOLIS,"20,7",2000
9654,411345 LINDOESTE,"16,8",2000
9655,411350 LOANDA,"12,6",2000
9656,411360 LOBATO,"13,5",2000
9657,411370 LONDRINA,"6,6",2000
9658,411373 LUIZIANA,"18,3",2000
9659,411375 LUNARDELLI,"22,2",2000
9660,411380 LUPIONOPOLIS,"18,9",2000
9661,411390 MALLET,"5,6",2000
9662,411400 MAMBORE,"12,7",2000
9663,411410 MANDAGUACU,"12,4",2000
9664,411420 MANDAGUARI,"9,0",2000
9665,411430 MANDIRITUBA,"10,5",2000
9666,411435 MANFRINOPOLIS,"18,9",2000
9667,411440 MANGUEIRINHA,"11,8",2000
9668,411450 MANOEL RIBAS,"16,2",2000
9669,411460 MARECHAL CANDIDO RONDON,"4,2",2000
9670,411470 MARIA HELENA,"19,8",2000
9671,411480 MARIALVA,"9,8",2000
9672,411490 MARILANDIA DO SUL,"14,7",2000
9673,411500 MARILENA,"18,1",2000
9674,411510 MARILUZ,"25,1",2000
9675,411520 MARINGA,"4,9",2000
9676,411530 MARIOPOLIS,"7,4",2000
9677,411535 MARIPA,"3,9",2000
9678,411540 MARMELEIRO,"10,5",2000
9679,411545 MARQUINHO,"17,4",2000
9680,411550 MARUMBI,"16,8",2000
9681,411560 MATELANDIA,"9,1",2000
9682,411570 MATINHOS,"6,0",2000
9683,411573 MATO RICO,"19,4",2000
9684,411575 MAUA DA SERRA,"20,2",2000
9685,411580 MEDIANEIRA,"7,2",2000
9686,411585 MERCEDES,"8,0",2000
9687,411590 MIRADOR,"20,1",2000
9688,411600 MIRASELVA,"16,3",2000
9689,411605 MISSAL,"7,6",2000
9690,411610 MOREIRA SALES,"20,0",2000
9691,411620 MORRETES,"7,7",2000
9692,411630 MUNHOZ DE MELO,"16,3",2000
9693,411640 NOSSA SENHORA DAS GRACAS,"18,0",2000
9694,411650 NOVA ALIANCA DO IVAI,"11,1",2000
9695,411660 NOVA AMERICA DA COLINA,"17,7",2000
9696,411670 NOVA AURORA,"11,3",2000
9697,411680 NOVA CANTU,"17,8",2000
9698,411690 NOVA ESPERANCA,"11,9",2000
9699,411695 NOVA ESPERANCA DO SUDOESTE,"13,2",2000
9700,411700 NOVA FATIMA,"18,0",2000
9701,411705 NOVA LARANJEIRAS,"14,6",2000
9702,411710 NOVA LONDRINA,"12,4",2000
9703,411720 NOVA OLIMPIA,"20,6",2000
9704,411721 NOVA SANTA BARBARA,"18,0",2000
9705,411722 NOVA SANTA ROSA,"3,8",2000
9706,411725 NOVA PRATA DO IGUACU,"14,6",2000
9707,411727 NOVA TEBAS,"24,7",2000
9708,411729 NOVO ITACOLOMI,"19,3",2000
9709,411730 ORTIGUEIRA,"26,4",2000
9710,411740 OURIZONA,"15,1",2000
9711,411745 OURO VERDE DO OESTE,"13,4",2000
9712,411750 PAICANDU,"11,7",2000
9713,411760 PALMAS,"10,9",2000
9714,411770 PALMEIRA,"6,9",2000
9715,411780 PALMITAL,"18,1",2000
9716,411790 PALOTINA,"7,3",2000
9717,411800 PARAISO DO NORTE,"14,7",2000
9718,411810 PARANACITY,"12,5",2000
9719,411820 PARANAGUA,"5,8",2000
9720,411830 PARANAPOEMA,"21,1",2000
9721,411840 PARANAVAI,"9,3",2000
9722,411845 PATO BRAGADO,"6,4",2000
9723,411850 PATO BRANCO,"6,4",2000
9724,411860 PAULA FREITAS,"7,8",2000
9725,411870 PAULO FRONTIN,"4,3",2000
9726,411880 PEABIRU,"14,4",2000
9727,411885 PEROBAL,"14,7",2000
9728,411890 PEROLA,"14,5",2000
9729,411900 PEROLA D'OESTE,"11,5",2000
9730,411910 PIEN,"4,7",2000
9731,411915 PINHAIS,"4,9",2000
9732,411920 PINHALAO,"16,0",2000
9733,411925 PINHAL DE SAO BENTO,"18,8",2000
9734,411930 PINHAO,"13,7",2000
9735,411940 PIRAI DO SUL,"9,6",2000
9736,411950 PIRAQUARA,"7,9",2000
9737,411960 PITANGA,"13,6",2000
9738,411965 PITANGUEIRAS,"15,6",2000
9739,411970 PLANALTINA DO PARANA,"18,5",2000
9740,411980 PLANALTO,"10,0",2000
9741,411990 PONTA GROSSA,"5,3",2000
9742,411995 PONTAL DO PARANA,"5,9",2000
9743,412000 PORECATU,"13,1",2000
9744,412010 PORTO AMAZONAS,"6,7",2000
9745,412015 PORTO BARREIRO,"11,7",2000
9746,412020 PORTO RICO,"13,1",2000
9747,412030 PORTO VITORIA,"6,5",2000
9748,412033 PRADO FERREIRA,"15,5",2000
9749,412035 PRANCHITA,"12,1",2000
9750,412040 PRESIDENTE CASTELO BRANCO,"15,4",2000
9751,412050 PRIMEIRO DE MAIO,"15,8",2000
9752,412060 PRUDENTOPOLIS,"7,9",2000
9753,412065 QUARTO CENTENARIO,"18,2",2000
9754,412070 QUATIGUA,"11,6",2000
9755,412080 QUATRO BARRAS,"7,0",2000
9756,412085 QUATRO PONTES,"1,4",2000
9757,412090 QUEDAS DO IGUACU,"13,3",2000
9758,412100 QUERENCIA DO NORTE,"19,5",2000
9759,412110 QUINTA DO SOL,"22,0",2000
9760,412120 QUITANDINHA,"9,9",2000
9761,412125 RAMILANDIA,"20,7",2000
9762,412130 RANCHO ALEGRE,"15,1",2000
9763,412135 RANCHO ALEGRE D'OESTE,"16,2",2000
9764,412140 REALEZA,"9,7",2000
9765,412150 REBOUCAS,"7,7",2000
9766,412160 RENASCENCA,"11,0",2000
9767,412170 RESERVA,"20,4",2000
9768,412175 RESERVA DO IGUACU,"14,6",2000
9769,412180 RIBEIRAO CLARO,"11,5",2000
9770,412190 RIBEIRAO DO PINHAL,"19,5",2000
9771,412200 RIO AZUL,"5,9",2000
9772,412210 RIO BOM,"20,5",2000
9773,412215 RIO BONITO DO IGUACU,"14,5",2000
9774,412217 RIO BRANCO DO IVAI,"23,9",2000
9775,412220 RIO BRANCO DO SUL,"15,4",2000
9776,412230 RIO NEGRO,"4,4",2000
9777,412240 ROLANDIA,"9,9",2000
9778,412250 RONCADOR,"18,0",2000
9779,412260 RONDON,"15,0",2000
9780,412265 ROSARIO DO IVAI,"23,4",2000
9781,412270 SABAUDIA,"12,7",2000
9782,412280 SALGADO FILHO,"14,2",2000
9783,412290 SALTO DO ITARARE,"21,5",2000
9784,412300 SALTO DO LONTRA,"15,2",2000
9785,412310 SANTA AMELIA,"20,1",2000
9786,412320 SANTA CECILIA DO PAVAO,"22,1",2000
9787,412330 SANTA CRUZ DE MONTE CASTELO,"17,5",2000
9788,412340 SANTA FE,"13,6",2000
9789,412350 SANTA HELENA,"8,5",2000
9790,412360 SANTA INES,"16,5",2000
9791,412370 SANTA ISABEL DO IVAI,"13,8",2000
9792,412380 SANTA IZABEL DO OESTE,"15,7",2000
9793,412382 SANTA LUCIA,"18,0",2000
9794,412385 SANTA MARIA DO OESTE,"17,7",2000
9795,412390 SANTA MARIANA,"17,5",2000
9796,412395 SANTA MONICA,"23,9",2000
9797,412400 SANTANA DO ITARARE,"20,6",2000
9798,412402 SANTA TEREZA DO OESTE,"10,5",2000
9799,412405 SANTA TEREZINHA DE ITAIPU,"8,3",2000
9800,412410 SANTO ANTONIO DA PLATINA,"13,5",2000
9801,412420 SANTO ANTONIO DO CAIUA,"16,1",2000
9802,412430 SANTO ANTONIO DO PARAISO,"17,1",2000
9803,412440 SANTO ANTONIO DO SUDOESTE,"12,3",2000
9804,412450 SANTO INACIO,"14,4",2000
9805,412460 SAO CARLOS DO IVAI,"16,8",2000
9806,412470 SAO JERONIMO DA SERRA,"24,4",2000
9807,412480 SAO JOAO,"11,7",2000
9808,412490 SAO JOAO DO CAIUA,"17,2",2000
9809,412500 SAO JOAO DO IVAI,"21,4",2000
9810,412510 SAO JOAO DO TRIUNFO,"10,7",2000
9811,412520 SAO JORGE D'OESTE,"11,1",2000
9812,412530 SAO JORGE DO IVAI,"10,6",2000
9813,412535 SAO JORGE DO PATROCINIO,"17,8",2000
9814,412540 SAO JOSE DA BOA VISTA,"17,9",2000
9815,412545 SAO JOSE DAS PALMEIRAS,"18,4",2000
9816,412550 SAO JOSE DOS PINHAIS,"5,2",2000
9817,412555 SAO MANOEL DO PARANA,"11,4",2000
9818,412560 SAO MATEUS DO SUL,"4,8",2000
9819,412570 SAO MIGUEL DO IGUACU,"10,1",2000
9820,412575 SAO PEDRO DO IGUACU,"17,7",2000
9821,412580 SAO PEDRO DO IVAI,"13,2",2000
9822,412590 SAO PEDRO DO PARANA,"16,7",2000
9823,412600 SAO SEBASTIAO DA AMOREIRA,"19,6",2000
9824,412610 SAO TOME,"13,6",2000
9825,412620 SAPOPEMA,"21,6",2000
9826,412625 SARANDI,"9,3",2000
9827,412627 SAUDADE DO IGUACU,"11,9",2000
9828,412630 SENGES,"14,3",2000
9829,412635 SERRANOPOLIS DO IGUACU,"6,1",2000
9830,412640 SERTANEJA,"11,9",2000
9831,412650 SERTANOPOLIS,"10,7",2000
9832,412660 SIQUEIRA CAMPOS,"10,9",2000
9833,412665 SULINA,"11,3",2000
9834,412667 TAMARANA,"21,5",2000
9835,412670 TAMBOARA,"18,2",2000
9836,412680 TAPEJARA,"14,9",2000
9837,412690 TAPIRA,"17,2",2000
9838,412700 TEIXEIRA SOARES,"7,3",2000
9839,412710 TELEMACO BORBA,"10,6",2000
9840,412720 TERRA BOA,"15,2",2000
9841,412730 TERRA RICA,"13,2",2000
9842,412740 TERRA ROXA,"14,5",2000
9843,412750 TIBAGI,"18,8",2000
9844,412760 TIJUCAS DO SUL,"12,7",2000
9845,412770 TOLEDO,"7,0",2000
9846,412780 TOMAZINA,"16,6",2000
9847,412785 TRES BARRAS DO PARANA,"15,4",2000
9848,412788 TUNAS DO PARANA,"30,4",2000
9849,412790 TUNEIRAS DO OESTE,"16,5",2000
9850,412795 TUPASSI,"11,1",2000
9851,412796 TURVO,"14,3",2000
9852,412800 UBIRATA,"15,3",2000
9853,412810 UMUARAMA,"9,2",2000
9854,412820 UNIAO DA VITORIA,"5,7",2000
9855,412830 UNIFLOR,"17,5",2000
9856,412840 URAI,"15,1",2000
9857,412850 WENCESLAU BRAZ,"14,0",2000
9858,412853 VENTANIA,"18,1",2000
9859,412855 VERA CRUZ DO OESTE,"16,7",2000
9860,412860 VERE,"13,2",2000
9861,412862 ALTO PARAISO,"17,4",2000
9862,412863 DOUTOR ULYSSES,"22,3",2000
9863,412865 VIRMOND,"8,3",2000
9864,412870 VITORINO,"14,8",2000
9865,412880 XAMBRE,"19,4",2000
9866,420005 ABDON BATISTA,"6,9",2000
9867,420010 ABELARDO LUZ,"12,5",2000
9868,420020 AGROLANDIA,"6,9",2000
9869,420030 AGRONOMICA,"5,7",2000
9870,420040 AGUA DOCE,"8,6",2000
9871,420050 AGUAS DE CHAPECO,"11,0",2000
9872,420055 AGUAS FRIAS,"11,1",2000
9873,420060 AGUAS MORNAS,"8,9",2000
9874,420070 ALFREDO WAGNER,"13,3",2000
9875,420075 ALTO BELA VISTA,"4,5",2000
9876,420080 ANCHIETA,"10,3",2000
9877,420090 ANGELINA,"13,7",2000
9878,420100 ANITA GARIBALDI,"14,9",2000
9879,420110 ANITAPOLIS,"14,8",2000
9880,420120 ANTONIO CARLOS,"7,5",2000
9881,420125 APIUNA,"9,3",2000
9882,420127 ARABUTA,"3,4",2000
9883,420130 ARAQUARI,"8,3",2000
9884,420140 ARARANGUA,"6,5",2000
9885,420150 ARMAZEM,"11,2",2000
9886,420160 ARROIO TRINTA,"8,3",2000
9887,420165 ARVOREDO,"15,8",2000
9888,420170 ASCURRA,"3,8",2000
9889,420180 ATALANTA,"5,9",2000
9890,420190 AURORA,"4,5",2000
9891,420195 BALNEARIO ARROIO DO SILVA,"7,2",2000
9892,420200 BALNEARIO CAMBORIU,"2,8",2000
9893,420205 BALNEARIO BARRA DO SUL,"6,8",2000
9894,420207 BALNEARIO GAIVOTA,"6,7",2000
9895,420208 BANDEIRANTE,"9,0",2000
9896,420209 BARRA BONITA,"10,4",2000
9897,420210 BARRA VELHA,"9,1",2000
9898,420213 BELA VISTA DO TOLDO,"7,1",2000
9899,420215 BELMONTE,"8,9",2000
9900,420220 BENEDITO NOVO,"5,2",2000
9901,420230 BIGUACU,"7,3",2000
9902,420240 BLUMENAU,"2,5",2000
9903,420243 BOCAINA DO SUL,"12,4",2000
9904,420245 BOMBINHAS,"5,5",2000
9905,420250 BOM JARDIM DA SERRA,"9,3",2000
9906,420253 BOM JESUS,"12,1",2000
9907,420257 BOM JESUS DO OESTE,"9,8",2000
9908,420260 BOM RETIRO,"13,3",2000
9909,420270 BOTUVERA,"5,1",2000
9910,420280 BRACO DO NORTE,"5,0",2000
9911,420285 BRACO DO TROMBUDO,"4,9",2000
9912,420287 BRUNOPOLIS,"14,9",2000
9913,420290 BRUSQUE,"3,6",2000
9914,420300 CACADOR,"7,8",2000
9915,420310 CAIBI,"10,2",2000
9916,420315 CALMON,"17,6",2000
9917,420320 CAMBORIU,"7,4",2000
9918,420325 CAPAO ALTO,"12,2",2000
9919,420330 CAMPO ALEGRE,"6,9",2000
9920,420340 CAMPO BELO DO SUL,"20,9",2000
9921,420350 CAMPO ERE,"16,4",2000
9922,420360 CAMPOS NOVOS,"9,2",2000
9923,420370 CANELINHA,"11,2",2000
9924,420380 CANOINHAS,"5,2",2000
9925,420390 CAPINZAL,"7,0",2000
9926,420395 CAPIVARI DE BAIXO,"4,8",2000
9927,420400 CATANDUVAS,"10,5",2000
9928,420410 CAXAMBU DO SUL,"15,2",2000
9929,420415 CELSO RAMOS,"10,0",2000
9930,420417 CERRO NEGRO,"19,9",2000
9931,420419 CHAPADAO DO LAGEADO,"8,0",2000
9932,420420 CHAPECO,"6,7",2000
9933,420425 COCAL DO SUL,"4,5",2000
9934,420430 CONCORDIA,"5,7",2000
9935,420435 CORDILHEIRA ALTA,"7,6",2000
9936,420440 CORONEL FREITAS,"11,8",2000
9937,420445 CORONEL MARTINS,"11,5",2000
9938,420450 CORUPA,"3,8",2000
9939,420455 CORREIA PINTO,"10,4",2000
9940,420460 CRICIUMA,"4,1",2000
9941,420470 CUNHA PORA,"6,1",2000
9942,420475 CUNHATAI,"1,4",2000
9943,420480 CURITIBANOS,"8,7",2000
9944,420490 DESCANSO,"8,3",2000
9945,420500 DIONISIO CERQUEIRA,"10,9",2000
9946,420510 DONA EMMA,"5,7",2000
9947,420515 DOUTOR PEDRINHO,"4,9",2000
9948,420517 ENTRE RIOS,"21,6",2000
9949,420519 ERMO,"10,9",2000
9950,420520 ERVAL VELHO,"9,7",2000
9951,420530 FAXINAL DOS GUEDES,"8,7",2000
9952,420535 FLOR DO SERTAO,"17,1",2000
9953,420540 FLORIANOPOLIS,"3,3",2000
9954,420543 FORMOSA DO SUL,"11,0",2000
9955,420545 FORQUILHINHA,"5,8",2000
9956,420550 FRAIBURGO,"7,5",2000
9957,420555 FREI ROGERIO,"8,4",2000
9958,420560 GALVAO,"12,8",2000
9959,420570 GAROPABA,"13,0",2000
9960,420580 GARUVA,"8,4",2000
9961,420590 GASPAR,"4,1",2000
9962,420600 GOVERNADOR CELSO RAMOS,"8,6",2000
9963,420610 GRAO PARA,"5,0",2000
9964,420620 GRAVATAL,"8,9",2000
9965,420630 GUABIRUBA,"3,9",2000
9966,420640 GUARACIABA,"6,4",2000
9967,420650 GUARAMIRIM,"4,7",2000
9968,420660 GUARUJA DO SUL,"8,9",2000
9969,420665 GUATAMBU,"13,7",2000
9970,420670 HERVAL D'OESTE,"7,2",2000
9971,420675 IBIAM,"11,3",2000
9972,420680 IBICARE,"5,8",2000
9973,420690 IBIRAMA,"6,0",2000
9974,420700 ICARA,"5,5",2000
9975,420710 ILHOTA,"5,5",2000
9976,420720 IMARUI,"14,7",2000
9977,420730 IMBITUBA,"7,9",2000
9978,420740 IMBUIA,"9,1",2000
9979,420750 INDAIAL,"3,6",2000
9980,420757 IOMERE,"4,6",2000
9981,420760 IPIRA,"5,9",2000
9982,420765 IPORA DO OESTE,"3,3",2000
9983,420768 IPUACU,"17,6",2000
9984,420770 IPUMIRIM,"6,3",2000
9985,420775 IRACEMINHA,"11,4",2000
9986,420780 IRANI,"7,4",2000
9987,420785 IRATI,"14,6",2000
9988,420790 IRINEOPOLIS,"6,9",2000
9989,420800 ITA,"7,3",2000
9990,420810 ITAIOPOLIS,"7,4",2000
9991,420820 ITAJAI,"4,4",2000
9992,420830 ITAPEMA,"4,4",2000
9993,420840 ITAPIRANGA,"3,7",2000
9994,420845 ITAPOA,"4,8",2000
9995,420850 ITUPORANGA,"5,3",2000
9996,420860 JABORA,"9,8",2000
9997,420870 JACINTO MACHADO,"10,6",2000
9998,420880 JAGUARUNA,"10,2",2000
9999,420890 JARAGUA DO SUL,"2,7",2000
10000,420895 JARDINOPOLIS,"9,8",2000
10001,420900 JOACABA,"4,8",2000
10002,420910 JOINVILLE,"3,2",2000
10003,420915 JOSE BOITEUX,"12,4",2000
10004,420917 JUPIA,"14,6",2000
10005,420920 LACERDOPOLIS,"7,2",2000
10006,420930 LAGES,"6,6",2000
10007,420940 LAGUNA,"7,6",2000
10008,420945 LAJEADO GRANDE,"7,3",2000
10009,420950 LAURENTINO,"4,6",2000
10010,420960 LAURO MULLER,"7,9",2000
10011,420970 LEBON REGIS,"13,3",2000
10012,420980 LEOBERTO LEAL,"12,0",2000
10013,420985 LINDOIA DO SUL,"8,7",2000
10014,420990 LONTRAS,"8,0",2000
10015,421000 LUIZ ALVES,"4,5",2000
10016,421003 LUZERNA,"3,6",2000
10017,421005 MACIEIRA,"6,2",2000
10018,421010 MAFRA,"4,1",2000
10019,421020 MAJOR GERCINO,"8,5",2000
10020,421030 MAJOR VIEIRA,"7,9",2000
10021,421040 MARACAJA,"6,2",2000
10022,421050 MARAVILHA,"6,7",2000
10023,421055 MAREMA,"14,9",2000
10024,421060 MASSARANDUBA,"3,9",2000
10025,421070 MATOS COSTA,"12,0",2000
10026,421080 MELEIRO,"9,5",2000
10027,421085 MIRIM DOCE,"7,6",2000
10028,421090 MODELO,"7,5",2000
10029,421100 MONDAI,"6,7",2000
10030,421105 MONTE CARLO,"14,4",2000
10031,421110 MONTE CASTELO,"10,2",2000
10032,421120 MORRO DA FUMACA,"7,3",2000
10033,421125 MORRO GRANDE,"11,6",2000
10034,421130 NAVEGANTES,"7,5",2000
10035,421140 NOVA ERECHIM,"8,0",2000
10036,421145 NOVA ITABERABA,"11,5",2000
10037,421150 NOVA TRENTO,"5,7",2000
10038,421160 NOVA VENEZA,"4,2",2000
10039,421165 NOVO HORIZONTE,"8,5",2000
10040,421170 ORLEANS,"6,0",2000
10041,421175 OTACILIO COSTA,"8,8",2000
10042,421180 OURO,"4,3",2000
10043,421185 OURO VERDE,"9,5",2000
10044,421187 PAIAL,"8,5",2000
10045,421189 PAINEL,"10,7",2000
10046,421190 PALHOCA,"6,1",2000
10047,421200 PALMA SOLA,"12,0",2000
10048,421205 PALMEIRA,"12,2",2000
10049,421210 PALMITOS,"7,4",2000
10050,421220 PAPANDUVA,"9,0",2000
10051,421223 PARAISO,"12,4",2000
10052,421225 PASSO DE TORRES,"8,2",2000
10053,421227 PASSOS MAIA,"16,7",2000
10054,421230 PAULO LOPES,"14,9",2000
10055,421240 PEDRAS GRANDES,"7,2",2000
10056,421250 PENHA,"8,7",2000
10057,421260 PERITIBA,"4,1",2000
10058,421270 PETROLANDIA,"8,2",2000
10059,421280 BALNEARIO PICARRAS,"5,7",2000
10060,421290 PINHALZINHO,"6,6",2000
10061,421300 PINHEIRO PRETO,"5,3",2000
10062,421310 PIRATUBA,"6,7",2000
10063,421315 PLANALTO ALEGRE,"10,0",2000
10064,421320 POMERODE,"1,8",2000
10065,421330 PONTE ALTA,"13,8",2000
10066,421335 PONTE ALTA DO NORTE,"13,2",2000
10067,421340 PONTE SERRADA,"11,6",2000
10068,421350 PORTO BELO,"8,3",2000
10069,421360 PORTO UNIAO,"5,3",2000
10070,421370 POUSO REDONDO,"8,3",2000
10071,421380 PRAIA GRANDE,"10,7",2000
10072,421390 PRESIDENTE CASTELLO BRANCO,"6,9",2000
10073,421400 PRESIDENTE GETULIO,"4,4",2000
10074,421410 PRESIDENTE NEREU,"13,3",2000
10075,421415 PRINCESA,"8,3",2000
10076,421420 QUILOMBO,"7,7",2000
10077,421430 RANCHO QUEIMADO,"12,3",2000
10078,421440 RIO DAS ANTAS,"7,5",2000
10079,421450 RIO DO CAMPO,"6,7",2000
10080,421460 RIO DO OESTE,"4,7",2000
10081,421470 RIO DOS CEDROS,"3,8",2000
10082,421480 RIO DO SUL,"4,3",2000
10083,421490 RIO FORTUNA,"3,4",2000
10084,421500 RIO NEGRINHO,"4,1",2000
10085,421505 RIO RUFINO,"11,5",2000
10086,421507 RIQUEZA,"9,4",2000
10087,421510 RODEIO,"4,6",2000
10088,421520 ROMELANDIA,"11,3",2000
10089,421530 SALETE,"4,8",2000
10090,421535 SALTINHO,"13,8",2000
10091,421540 SALTO VELOSO,"8,8",2000
10092,421545 SANGAO,"10,2",2000
10093,421550 SANTA CECILIA,"10,6",2000
10094,421555 SANTA HELENA,"9,4",2000
10095,421560 SANTA ROSA DE LIMA,"6,0",2000
10096,421565 SANTA ROSA DO SUL,"9,8",2000
10097,421567 SANTA TEREZINHA,"7,2",2000
10098,421568 SANTA TEREZINHA DO PROGRESSO,"13,4",2000
10099,421569 SANTIAGO DO SUL,"8,1",2000
10100,421570 SANTO AMARO DA IMPERATRIZ,"6,5",2000
10101,421575 SAO BERNARDINO,"12,7",2000
10102,421580 SAO BENTO DO SUL,"3,3",2000
10103,421590 SAO BONIFACIO,"5,2",2000
10104,421600 SAO CARLOS,"5,9",2000
10105,421605 SAO CRISTOVAO DO SUL,"11,3",2000
10106,421610 SAO DOMINGOS,"10,3",2000
10107,421620 SAO FRANCISCO DO SUL,"4,2",2000
10108,421625 SAO JOAO DO OESTE,"1,0",2000
10109,421630 SAO JOAO BATISTA,"4,6",2000
10110,421635 SAO JOAO DO ITAPERIU,"10,2",2000
10111,421640 SAO JOAO DO SUL,"11,9",2000
10112,421650 SAO JOAQUIM,"7,6",2000
10113,421660 SAO JOSE,"4,5",2000
10114,421670 SAO JOSE DO CEDRO,"9,6",2000
10115,421680 SAO JOSE DO CERRITO,"14,9",2000
10116,421690 SAO LOURENCO DO OESTE,"9,4",2000
10117,421700 SAO LUDGERO,"5,2",2000
10118,421710 SAO MARTINHO,"5,3",2000
10119,421715 SAO MIGUEL DA BOA VISTA,"11,0",2000
10120,421720 SAO MIGUEL DO OESTE,"6,6",2000
10121,421725 SAO PEDRO DE ALCANTARA,"7,2",2000
10122,421730 SAUDADES,"4,3",2000
10123,421740 SCHROEDER,"4,1",2000
10124,421750 SEARA,"5,6",2000
10125,421755 SERRA ALTA,"9,3",2000
10126,421760 SIDEROPOLIS,"5,1",2000
10127,421770 SOMBRIO,"6,7",2000
10128,421775 SUL BRASIL,"12,4",2000
10129,421780 TAIO,"6,5",2000
10130,421790 TANGARA,"6,5",2000
10131,421795 TIGRINHOS,"15,2",2000
10132,421800 TIJUCAS,"8,7",2000
10133,421810 TIMBE DO SUL,"12,3",2000
10134,421820 TIMBO,"2,8",2000
10135,421825 TIMBO GRANDE,"13,3",2000
10136,421830 TRES BARRAS,"7,3",2000
10137,421835 TREVISO,"3,6",2000
10138,421840 TREZE DE MAIO,"8,2",2000
10139,421850 TREZE TILIAS,"8,7",2000
10140,421860 TROMBUDO CENTRAL,"6,1",2000
10141,421870 TUBARAO,"4,8",2000
10142,421875 TUNAPOLIS,"3,6",2000
10143,421880 TURVO,"5,4",2000
10144,421885 UNIAO DO OESTE,"11,8",2000
10145,421890 URUBICI,"9,7",2000
10146,421895 URUPEMA,"9,6",2000
10147,421900 URUSSANGA,"4,1",2000
10148,421910 VARGEAO,"10,1",2000
10149,421915 VARGEM,"8,7",2000
10150,421917 VARGEM BONITA,"7,8",2000
10151,421920 VIDAL RAMOS,"10,2",2000
10152,421930 VIDEIRA,"5,8",2000
10153,421935 VITOR MEIRELES,"9,3",2000
10154,421940 WITMARSUM,"5,8",2000
10155,421950 XANXERE,"7,4",2000
10156,421960 XAVANTINA,"8,0",2000
10157,421970 XAXIM,"8,9",2000
10158,421985 ZORTEA,"4,8",2000
10159,430005 AGUA SANTA,"7,9",2000
10160,430010 AGUDO,"8,5",2000
10161,430020 AJURICABA,"4,4",2000
10162,430030 ALECRIM,"6,7",2000
10163,430040 ALEGRETE,"7,5",2000
10164,430045 ALEGRIA,"10,9",2000
10165,430050 ALPESTRE,"12,9",2000
10166,430055 ALTO ALEGRE,"7,9",2000
10167,430057 ALTO FELIZ,"3,4",2000
10168,430060 ALVORADA,"5,4",2000
10169,430063 AMARAL FERRADOR,"15,4",2000
10170,430064 AMETISTA DO SUL,"14,4",2000
10171,430066 ANDRE DA ROCHA,"4,6",2000
10172,430070 ANTA GORDA,"7,7",2000
10173,430080 ANTONIO PRADO,"6,0",2000
10174,430085 ARAMBARE,"14,0",2000
10175,430087 ARARICA,"5,3",2000
10176,430090 ARATIBA,"7,1",2000
10177,430100 ARROIO DO MEIO,"1,7",2000
10178,430105 ARROIO DO SAL,"6,9",2000
10179,430110 ARROIO DOS RATOS,"10,6",2000
10180,430120 ARROIO DO TIGRE,"8,6",2000
10181,430130 ARROIO GRANDE,"12,4",2000
10182,430140 ARVOREZINHA,"11,6",2000
10183,430150 AUGUSTO PESTANA,"4,7",2000
10184,430155 AUREA,"7,9",2000
10185,430160 BAGE,"7,0",2000
10186,430163 BALNEARIO PINHAL,"5,6",2000
10187,430165 BARAO,"3,3",2000
10188,430170 BARAO DE COTEGIPE,"6,8",2000
10189,430175 BARAO DO TRIUNFO,"14,4",2000
10190,430180 BARRACAO,"10,4",2000
10191,430185 BARRA DO GUARITA,"14,6",2000
10192,430187 BARRA DO QUARAI,"8,8",2000
10193,430190 BARRA DO RIBEIRO,"7,9",2000
10194,430192 BARRA DO RIO AZUL,"7,4",2000
10195,430195 BARRA FUNDA,"3,9",2000
10196,430200 BARROS CASSAL,"18,0",2000
10197,430205 BENJAMIN CONSTANT DO SUL,"19,7",2000
10198,430210 BENTO GONCALVES,"3,7",2000
10199,430215 BOA VISTA DAS MISSOES,"6,0",2000
10200,430220 BOA VISTA DO BURICA,"2,7",2000
10201,430225 BOA VISTA DO SUL,"5,0",2000
